,conm,gvkey,add1,add2,add3,add4,addzip,busdesc,cik,city,conml,costat,county,dlrsn,ein,fax,fic,fyrc,ggroup,gind,gsector,gsubind,idbflag,incorp,loc,naics,phone,prican,prirow,priusa,sic,spcindcd,spcseccd,spcsrc,state,stko,weburl,dldte,ipodate
1742,ANESIVA INC,162403,"400 Oyster Point Boulevard, Suite 502",,,,94080,"On June 10, 2014,  Anesiva, Inc. went out of business as per its Chapter 7 liquidation filing under bankruptcy. Anesiva, Inc., a biopharmaceutical company, engages in the development and commercialization of novel therapeutic treatments for pain management worldwide.",0001131517,South San Francisco,Anesiva Inc,I,,10,77-0503399,650-624-7540,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,650-624-9600,,,01,2834,,,,CA,3.0,,2012-02-22,
1743,FERMAVIR PHARMACEUTICALS INC,162426,"420 Lexington Avenue, Suite 445",,,,10170,"FermaVir Pharmaceuticals, L.L.C. researches, develops, and manufactures antiviral drugs and solutions for the treatment of shingles, cytomegalovirus infection, and other infections. It offers compounds for the treatment of viral diseases in the United States.",0001283383,New York,Fermavir Pharmaceuticals Inc,I,,01,16-1639902,212-375-2630,USA,12.0,3520,352010,35,35201010,D,FL,USA,325414,212-413-0802,,,01,2836,,,,NY,0.0,,2007-10-02,
1744,ZALICUS INC,162497,"245 First Street, Third Floor",,,,02142,"As of July 15, 2014, Zalicus Inc. was acquired by EPIRUS Biopharmaceuticals, Inc., in a reverse merger transaction. Zalicus Inc., a biopharmaceutical company, discovers and develops novel treatments for patients suffering from pain.",,Cambridge,Zalicus Inc,I,,04,04-3514457,617-301-7010,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,617-301-7000,,,01,2836,,,C,MA,0.0,,2014-07-16,2005-11-09
1745,SUNESIS PHARMACEUTICALS INC,162585,"395 Oyster Point Boulevard, Suite 400",,,,94080,"As of February 24, 2021, Sunesis Pharmaceuticals, Inc. was acquired by Viracta Therapeutics, Inc., in a reverse merger transaction.",,South San Francisco,Sunesis Pharmaceuticals Inc,I,,04,94-3295878,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325412,650 266 3500,,,01,2834,,,C,CA,0.0,www.sunesis.com,2021-02-25,2005-09-27
1746,EPICEPT CORP-OLD,162732,777 Old Saw Mill River Road,,,,10591,"As of August 25, 2013, EpiCept Corporation was acquired by Immune Pharmaceuticals Ltd., in a reverse merger transaction.",,Tarrytown,Epicept Corp,I,,04,52-1841431,914-606-3501,USA,12.0,3520,352010,35,35201010,B,DE,USA,325412,914-606-3500,,,01,2834,,,,NY,3.0,,2013-08-21,2006-01-06
1747,TRILLIUM THERAPEUTICS INC,162735,"100 Cambridgepark Drive, Suite 510",,,,02140,"As of November 17, 2021, Trillium Therapeutics Inc. was acquired by Pfizer Inc. Trillium Therapeutics Inc., a clinical stage immuno-oncology company, develops therapies for the treatment of cancer.",0001616212,Cambridge,Trillium Therapeutics Inc,I,,01,,,CAN,12.0,3520,352010,35,35201010,D,,USA,325414,857 412 7029,01C,,01,2836,,,,MA,0.0,trilliumtherapeutics.com,2021-11-19,
1748,SYNTA PHARMACEUTICALS CORP,162770,45 Hartwell Avenue,,,,02421,"As of July 22, 2016, Synta Pharmaceuticals Corp. was acquired by Madrigal Pharmaceuticals, Inc. in a reverse merger transaction. Synta Pharmaceuticals Corp. focuses on the research, development, and commercialization of novel oncology medicines for cancer patients.",,Lexington,Synta Pharmaceuticals Corp,I,,01,04-3508648,781-274-8228,USA,12.0,3520,352010,35,35201010,D,DE,USA,325412,781-274-8200,,,01,2834,,,C,MA,0.0,,2016-07-25,2007-02-06
1749,XENOPORT INC,162809,3410 Central Expressway,,,,95051,"XenoPort, Inc., a biopharmaceutical company, focuses on developing and commercializing a portfolio of product candidates for the treatment of neurological and other disorders in the United States.",0001130591,Santa Clara,XenoPort Inc,I,,01,94-3330837,,USA,12.0,3520,352020,35,35202010,D,DE,USA,325414,408-616-7200,,,01,2836,,,C,CA,0.0,www.xenoport.com,2016-07-06,2005-06-02
1750,MEDICINOVA INC,162892,"4275 Executive Square, Suite 300",,,,92037,"MediciNova, Inc., a biopharmaceutical company, focuses on developing novel and small molecule therapeutics for the treatment of serious diseases with unmet medical needs in the United States.",0001226616,La Jolla,Medicinova Inc,A,,,33-0927979,858 404 0048,USA,12.0,3520,352010,35,35201010,B,DE,USA,325414,858 373 1500,,,01,2836,,,C,CA,0.0,www.medicinova.com,,2005-02-08
1751,AMPHASTAR PHARMA-REDH -OLD,162948,11570 6th Street,,,,91730,"Amphastar Pharmaceuticals, Inc., a generic and specialty pharmaceutical company, engages in the discovery, development, manufacture, and marketing of generic and proprietary pharmaceuticals, delivery systems, and active pharmaceutical ingredients.",,Rancho Cucamonga,Amphastar Pharmaceuticals Inc,I,,10,33-0702205,909-980-8296,USA,12.0,3520,352020,35,35202010,D,DE,USA,3254,909-980-2713,,,01,2834,,,,CA,0.0,www.amphastar.com,2006-04-03,
1752,ACCENTIA BIOPHARMACEUTICALS,162956,"324 South Hyde Park Avenue, Suite 350",,,,33606,"went out of business. Accentia Biopharmaceuticals, Inc., a biotechnology company, primarily discovers, develops, and commercializes immunotherapies to treat autoimmune related diseases and cancer in the United States.",0001310094,Tampa,Accentia Biopharmaceuticals Inc,I,,10,04-3639490,813-258-6912,USA,9.0,3520,352010,35,35201010,D,FL,USA,325414,813-864-2554,,,01,2836,,,D,FL,3.0,,2016-01-15,2005-10-27
1753,TARGACEPT INC,162958,"100 North Main Street, Suite 1510",,,,27101,"As of August 20, 2015, Targacept, Inc. was acquired by Catalyst Biosciences, Inc.",,Winston-Salem,Targacept Inc,I,,04,56-2020050,336-480-2107,USA,12.0,3520,352010,35,35201010,D,DE,USA,325412,336-480-2100,,,01,2834,,,C,NC,0.0,,2015-08-21,2006-04-12
1754,SOLEXA INC,163087,25861 Industrial Boulevard,,,,94545,"As of January 26, 2007, Solexa Inc. was acquired by Illumina Inc. Solexa Inc. develops and commercializes genetic analysis technologies primarily in the United States and the United Kingdom.",0000913275,Hayward,Solexa Inc,I,,01,94-3161073,510-670-9302,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,510-670-9300,,,01,2836,,,,CA,0.0,,2007-01-29,2005-03-08
1755,LOTUS PHARMACEUTICALS INC,163088,"813 Blue Ridge Drive, Suite 198",,,,37207,"Lotus Pharmaceuticals, Inc. does not have significant operations. Previously, it was engaged in the development, manufacture, and sale of pharmaceuticals in the People's Republic of China. The company is based in Nashville, Tennessee.",0001292087,Nashville,Lotus Pharmaceuticals Inc,A,,,20-0507918,,USA,12.0,3520,352020,35,35202010,D,NV,USA,325412,615 310 2688,,,01,2834,,,,TN,3.0,lotuspharmaceuticalsusa.com,,
1756,CHINA HOLDINGS INC,163089,"101 Convention Center Drive, Suite 700",,,,89107-2001,"China Holdings, Inc., a development stage company, focuses to engage in the land and real estate development, energy, renewable energy, resources, utilities, and pharmaceutical businesses.",0001302331,Las Vegas,China Holdings Inc,A,,,91-1939533,604-601-2078,USA,12.0,3030,303020,30,30302010,D,WY,USA,325412,604-608-6788,,,01,2834,,,,NV,3.0,,,
1757,VALERA PHARMACEUTICALS INC,163121,8 Clarke Drive,,,,08512,"As of April 18, 2007, Valera Pharmaceuticals was acquired by Indevus Pharmaceuticals Inc.",0001305409,Cranbury,Valera Pharmaceuticals Inc,I,,01,13-4119931,609-409-1650,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,609-409-9010,,,01,2834,,,,NJ,0.0,,2007-04-18,2006-02-02
1758,ADAMS RESPIRATORY THERAPTCS,163628,"4 Mill Ridge Lane, Mill Ridge Farm",,,,07930,"As of January 23, 2008, Adams Respiratory Therapeutics, Inc. was acquired by Reckitt Benckiser Group plc.",0001319439,Chester,Adams Respiratory Therapeutics Inc,I,,01,75-2725552,908-879-9191,USA,6.0,3520,352020,35,35202010,D,TX,USA,325412,908-879-1400,,,01,2834,,,,NJ,0.0,,2008-01-30,2005-07-21
1759,CURATECH INDUSTRIES INC,163865,"6337 Highland Drive, Suite 1053",,,,84121,"CuraTech Industries, Inc. develops and markets health supplements to the health and medical, and veterinarian industries. It provides health supplements which enhances and builds-up the body's natural immune system defenses in humans and animals.",0001302143,Salt Lake City,CuraTech Industries Inc,I,,10,87-0649332,,USA,12.0,3030,303020,30,30302010,D,UT,USA,325412,801-836-9810,,,01,2834,,,,UT,3.0,,2011-11-15,
1760,COLEY PHARMACEUTICAL GROUP,163888,"93 Worcester Street, Suite 101",,,,02481,"Coley Pharmaceutical Group, Inc. develops vaccine adjuvant therapeutics and drug candidates that direct the human immune system to fight cancers, asthma and allergy, autoimmune disorders, and enhance the effectiveness of vaccines. Coley Pharmaceutical Group, Inc.",0001319197,Wellesley,Coley Pharmaceutical Group Inc,I,,01,06-1506689,781 431 6403,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,781 431 9000,,,01,2836,,,,MA,0.0,,2008-01-07,2005-08-10
1761,PRESTWICK PHARMACEUTCL-REDH,163894,"1825 K Street NW, Suite 1475",,,,20006,"Prestwick Pharmaceuticals, Inc., a specialty pharmaceutical company, engages in the development and distribution of small molecule drugs which target chronic diseases of the central nervous system.",0001222761,Washington,Prestwick Pharmacueticals Inc,I,,10,71-0917453,202-296-7450,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,202-296-1400,,,01,2834,,,,DC,0.0,,2005-12-20,
1762,ADVANCED LIFE SCIENCE HLDGS,163919,1440 Davey Road,,,,60517,"Advanced Life Sciences Holdings, Inc., a biopharmaceutical company, engages in the discovery, development, and commercialization of drugs in the therapeutic areas of infection, oncology, and respiratory disease.",0001322734,Woodridge,Advanced Life Sciences Holdings Inc,I,,10,30-0296543,630-739-6754,USA,12.0,3520,352010,35,35201010,D,DE,USA,325412,630-739-6744,,,01,2834,,,,IL,3.0,www.advancedlifesciences.com,2019-08-22,
1763,AVALON PHARMA INC,163922,20358 Seneca Meadows Parkway,,,,20876," As of May 28, 2009, Avalon Pharmaceuticals, Inc. was acquired by Clinical Data, Inc. Avalon Pharmaceuticals, Inc., a biopharmaceutical company, focuses on the discovery, development, and commercialization of cancer therapeutics using its proprietary AvalonRx technology in the United States.",0001162192,Germantown,Avalon Pharmaceuticals Inc,I,,01,52-2209310,301-556-9910,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,301-556-9900,,,01,2836,,,,MD,0.0,,2009-05-29,2005-09-28
1764,REXAHN PHARMACEUTICALS INC,163931,"15245 Shady Grove Road, Suite 455",,,,20850,"As of November 5, 2020, Rexahn Pharmaceuticals, Inc. was acquired by Ocuphire Pharma, Inc., in a reverse merger transaction. Rexahn Pharmaceuticals, Inc., a clinical stage biopharmaceutical company, develops therapies for the treatment of cancer.",0001228627,Rockville,Rexahn Pharmaceuticals Inc,I,,04,11-3516358,,USA,12.0,3520,352010,35,35201010,B,DE,USA,325414,240 268 5300,,,01,2836,,,C,MD,0.0,www.rexahn.com,2020-11-06,
1765,SKINMEDICA INC -REDH,163979,"5909 Sea Lion Place, Suite H",,,,92010,SkinMedica Inc. develops and markets skin care products that rejuvenate skin.,0001187545,Carlsbad,SkinMedica Inc,I,,10,33-0859086,760-448-3601,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,760-448-3600,,,01,2834,,,,CA,0.0,www.skinmedica.com,2005-10-20,
1766,RELIANT PHARMA INC -REDH,164001,110 Allen Road,,,,07938,"As of December 18, 2007, Reliant Pharmaceuticals, Inc. was acquired by GlaxoSmithKline plc. Reliant Pharmaceuticals, Inc., a pharmaceutical company, engages in the sale and marketing of cardiovascular pharmaceutical products.",0001290864,Liberty Corner,Reliant Pharmaceuticals Inc,I,,10,22-3740140,908-542-9405,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,908-580-1200,,,01,2834,,,,NJ,0.0,,2005-11-17,
1767,CALECO PHARMA CORP,164074,"59 East Mill Road, Building 4, Suite 201",,,,07853,"Caleco Pharma Corp. engages in the acquisition and development of over-the-counter medication, and Food and Drug Administration approved pharmaceuticals.",0001312402,Long Valley,Caleco Pharma Corp,I,,10,20-1147435,908-867-0056,USA,12.0,3520,352020,35,35202010,D,NV,USA,325414,908-752-4240,,,01,2836,,,,NJ,3.0,www.calecopharmacorp.com,2014-11-24,
1768,INHIBITON THERAPEUTICS -OLD,164089,7315 East Peakview Avenue,,,,80111,"As of May 6, 2009, Inhibiton Therapeutics, Inc. was acquired by AlumiFuel Power, Inc., in a reverse merger transaction. Inhibition Therapeutics, Inc. engages in the research and development of cancer therapeutic agents and cancer fighting drugs called targeted therapies.",,Englewood,Inhibiton Therapeutics Inc,I,,01,,,USA,1.0,3520,352010,35,35201010,D,DE,USA,325414,303-796-8940,,,01,2836,,,,CO,3.0,,2009-05-06,
1769,NOVELOS THERAPEUTICS INC-OLD,164127,"One Gateway Center, Suite 504",,,,02458,"As of April 8, 2011, Novelos Therapeutics, Inc. was acquired by Cellectar, Inc., in a reverse merger transaction.",0001123925,Newton,Novelos Therapeutics Inc-Old,I,,04,,617-964-6331,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,617-244-1616,,,01,2836,,,,MA,0.0,,2011-04-11,
1770,CERAGENIX PHARMA INC,164265,"1444 Wazee Street, Suite 210",,,,80202,"On January 13, 2017, Ceragenix Pharmaceuticals, Inc. went out of business as per its Chapter 7 liquidation filing under bankruptcy. Ceragenix Pharmaceuticals, Inc. operates as a medical device company focusing on dermatology and infectious diseases in the United States.",0001180743,Denver,Ceragenix Pharmaceuticals Inc,I,,10,84-1561463,303-534-1860,USA,12.0,3520,352020,35,35202010,D,DE,USA,325414,720-946-6440,,,01,2836,,,,CO,3.0,,2014-01-17,
1771,MEDIVATION INC,164266,"525 Market Street, 36th Floor",,,,94105,"Medivation, Inc., a biopharmaceutical company, focuses on the development and commercialization of medical therapies to treat serious diseases in the United States. It offers XTANDI for the treatment of post-chemotherapy metastatic castration-resistant prostate cancer (CRPC) patients.",0001011835,San Francisco,Medivation Inc,I,,01,13-3863260,415-543-3411,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,415-543-3470,,,01,2836,,,B-,CA,0.0,www.medivation.com,2016-09-29,
1772,BIONOVO INC,164270,24570 Clawiter Road,,,,94545,"On August 12, 2021, Bionovo, Inc. went out of business as per its Chapter 7 liquidation filing under bankruptcy.",0001203957,Hayward,Bionovo Inc,I,,03,20-5526892,510-601-5050,USA,12.0,3520,352010,35,35201010,D,DE,USA,325412,510-601-2000,,,01,2834,,,,CA,3.0,bionovo.com,2012-10-31,
1773,PHARMATHENE INC,164510,"One Park Place, Suite 450",,,,21401,"As of May 4, 2017, PharmAthene, Inc. was acquired by Altimmune, Inc. in a reverse merger transaction. PharmAthene, Inc., a biodefense company, develops and commercializes medical countermeasures against biological and chemical threats in the United States.",,Annapolis,PharmAthene Inc,I,,04,20-2726770,410-269-2601,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,410-269-2600,,,02,2836,,,C,MD,0.0,,2017-05-05,2005-07-29
1774,ADVAXIS INC,164511,"9 Deer Park Drive, Suite K-1",,,,08852,"Advaxis, Inc., a clinical-stage biotechnology company, focuses on the discovery, development, and commercialization of proprietary Listeria monocytogenes (Lm) technology antigen delivery products in the United States.",0001100397,Monmouth Junction,Advaxis Inc,A,,,02-0563870,609 452 9818,USA,10.0,3520,352010,35,35201010,D,DE,USA,325414,609 452 9813,,,01,2836,,,C,NJ,3.0,www.advaxis.com,,
1775,PREDIX PHARM HLDS INC -REDH,164579,4 Maguire Road,,,,02421,,0001044487,Lexington,Predix Pharmaceuticals Holdings Inc,I,,10,13-3795882,,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,781-372-3260,,,01,2834,,,,MA,0.0,,2005-10-26,
1776,IDM PHARMA INC,164605,"9 Parker, Suite 100",,,,92618,"IDM Pharma, Inc. develops cancer products for destroying cancer cells by activating the immune system and preventing tumor recurrence by triggering a specific adaptive immune response.",0000822206,Irvine,IDM Pharma Inc,I,,01,33-0245076,949-470-6470,USA,12.0,3520,352010,35,35201010,D,DE,USA,325412,949-470-4751,,,01,2834,,,,CA,0.0,,2009-06-25,2005-08-16
1777,GENOMIC HEALTH INC,164609,301 Penobscot Drive,,,,94063,"Genomic Health, Inc., a healthcare company, provides clinically actionable genomic information to personalize cancer treatment decisions in the United States and internationally.",0001131324,Redwood City,Genomic Health Inc,I,,01,77-0552594,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325413,650-556-9300,,,01,2835,,,C,CA,0.0,www.genomichealth.com,2019-11-11,2005-09-29
1778,CHINA ZHONG QI HOLDINGS LTD,164620,224 Datura Street,,,,33401,"024 Pharma, Inc. provides healthcare products worldwide. Its products include vitamin and mineral supplements; stress release, joint, heart health, and weight-loss products; and skin care, hair, and anti-aging products. The company was formerly known as B Green Innovations, Inc.",0001307969,West Palm Beach,China Zhong QI Holdings Ltd,A,,,,,USA,12.0,3030,303020,30,30302010,D,NJ,USA,325412,732 696 9333,,,01,2834,,,,FL,3.0,www.024pharma.com,,
1779,CYTODYN INC,164720,"1111 Main Street, Suite 660",,,,98660,"CytoDyn Inc. operates as a late-stage biotechnology company. The company focuses on developing treatments for multiple therapeutic indications based on leronlimab, a novel humanized monoclonal antibody targeting the CCR5 receptor.",0001175680,Vancouver,CytoDyn Inc,A,,,83-1887078,360 799 5954,USA,5.0,3520,352010,35,35201010,D,DE,USA,325414,360 980 8524,,,01,2836,,,C,WA,3.0,www.cytodyn.com,,
1780,HEALTHCARE PROVIDERS DIRECT,164734,"3371 Route One, Suite 200",,,,08648,"Healthcare Providers Direct, Inc. distributes and markets diagnostic tests to physician offices and other healthcare providers in the United States.",0001305748,Lawrenceville,Healthcare Providers Direct Inc,I,,10,,877-854-4187,USA,12.0,3510,351020,35,35102010,D,DE,USA,325413,609-919-1932,,,01,2835,,,,NJ,3.0,,2013-01-18,
1781,BIO-BRIDGE SCIENCE INC,164751,"1801 South Meyers Road, Suite 220",,,,60181,"Bio-Bridge Science Inc., a biotechnology company, focuses on the commercial development of vaccines for the prevention and treatment of human immunodeficiency virus HIV diseases.",0001309304,Oakbrook Terrace,Bio-Bridge Science Inc,A,,,20-1802936,630-203-6088,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,630-613-9687,,,01,2836,,,,IL,3.0,www.bio-bridge-science.com,,
1782,HEMOBIOTECH INC,165192,"5001 Spring Valley Road, Suite 1040 - West",,,,75244,"Hemobiotech, Inc., a biopharmaceutical company, develops and commercializes a viable substitute for human blood for the blood use markets worldwide.",0001301348,Dallas,HemoBioTech Inc,I,,10,33-0995817,972-455-8951,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,972-455-8950,,,01,2836,,,,TX,3.0,,2013-12-19,
1783,ALAUNOS THERAPEUTICS INC,165215,8030 El Rio Street,,,,77054,"Alaunos Therapeutics, Inc., a clinical-stage oncology-focused cell therapy company, develops adoptive TCR engineered T-cell therapies.",0001107421,Houston,Alaunos Therapeutics Inc,A,,,84-1475642,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,346 355 4099,,,01,2836,,,C,TX,0.0,www.alaunos.com,,
1784,MGI PHARMA INC-PRO FORMA,165265,5775 W Old Shakopee Rd Ste 100,,,,55437-3174,,,Bloomington,MGI Pharma Inc -Pro Forma,I,Hennepin,10,,952-346-4800,USA,12.0,3520,352020,35,35202010,D,MN,USA,325412,952-346-4700,,,01,2834,,,,MN,3.0,www.mgipharma.com,2005-11-08,
1785,VOYAGER PHARMACEUTICAL -REDH,165359,"8540 Colonnade Center Drive, Suite 409",,,,27615,"Voyager Pharmaceutical Corporation, a biopharmaceutical company, develops drugs for diseases associated with aging and development. The company focuses on Alzheimer's disease. It develops leuprolide acetates for treating and halting the progression of this disease.",0001170723,Raleigh,Voyager Pharmaceutical Corp,I,,10,65-1089565,919-846-4881,USA,12.0,3520,352010,35,35201010,D,DE,USA,325412,919-846-4880,,,01,2834,,,,NC,0.0,,2005-12-13,
1786,GLYCOTEX INC -REDH,165396,14915 Broschart Road,,,,20850,,0001337567,Rockville,Glycotex Inc,I,,10,30-0001753,,USA,6.0,3520,352010,35,35201010,D,DE,USA,325414,301-738-1166,,,01,2836,,,,MD,0.0,,2006-01-10,
1787,REDPOINT BIO CORP,165422,"Albert Einstein Healthcare Network, 5501 Old York Road",,,,19141,"Redpoint Bio Corporation, a development stage biotechnology company, focuses on the development of healthier foods and new approaches for the treatment of diabetes and obesity by understanding the biology of taste and its relationship to metabolism, satiety, and diabetes.",0001328003,Philadelphia,Redpoint Bio Corp,I,,10,20-3215854,215-456-7610,USA,12.0,1510,151010,15,15101050,D,FL,USA,325414,215-456-2312,,,01,2836,,,,PA,3.0,,2019-08-30,
1788,BIO-PATH HOLDINGS INC,165563,"4710 Bellaire Boulevard, Suite 210",,,,77401,"Bio-Path Holdings, Inc. operates as a clinical and preclinical stage oncology focused RNAi nano particle drug development company in the United States.",0001133818,Bellaire,Bio-Path Holdings Inc,A,,,87-0652870,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,832 742 1357,,,01,2836,,,,TX,0.0,www.biopathholdings.com,,
1789,MEDISTEM INC,165573,"9255 Towne Centre Drive, Suite 450",,,,92121,"Medistem, Inc. develops technologies for adult stem cell extraction, manipulation, and use for treating inflammatory and degenerative diseases.",0001186519,San Diego,Medistem Inc,I,,01,,,USA,12.0,3520,352010,35,35201010,D,NV,USA,325414,858-352-7071,,,01,2836,,,,CA,3.0,,2014-03-07,
1790,SGX PHARMACEUTICALS INC,165650,10505 Roselle Street,,,,92121,"SGX Pharmaceuticals, Inc. is a biotechnology company, which discovers, develops, and markets cancer therapeutics and drugs.",0001125603,San Diego,SGX Pharmaceuticals Inc,I,,01,06-1523147,858 558 4859,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,858 558 4850,,,01,2836,,,,CA,0.0,,2008-08-21,2006-02-01
1791,VITAVEA INC,165669,"1323 Lincoln Street, Suite 204",,,,98229,"Vitavea, Inc. develops, manufactures, markets, and distributes nutritional supplements. The company focuses on marketing three nutritional supplements, which include MENTAL VIT, MENTAL VIT Junior, and Oliva Vital in Germany.",0001324207,Bellingham,Vitavea Inc,I,,10,20-0848675,,USA,12.0,3030,303020,30,30302010,D,NV,USA,325412,360-483-8248,,,01,2834,,,,WA,3.0,,2014-07-29,
1792,SOMAXON PHARMACEUTICALS INC,165742,"10935 Vista Sorrento Parkway, Suite 250",,,,92130,"On June 24, 2019, Pernix Sleep, Inc. went out of business as per its Chapter 11 liquidation filing under bankruptcy. Pernix Sleep, Inc., a specialty pharmaceutical company, engages in developing and commercializing prescription therapeutics to treat medical conditions.",0001339455,San Diego,Somaxon Pharmaceuticals Inc,I,,01,20-0161599,858-509-1761,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,858-876-6500,,,01,2834,,,,CA,0.0,www.somaxon.com,2013-03-07,2005-12-15
1793,LPATH INC,165745,4025 Sorrento Valley Boulevard,,,,92121,"As of December 29, 2016, Lpath, Inc. was acquired by Apollo Endosurgery, Inc., in a reverse merger transaction. Lpath, Inc., a biotechnology company, focuses on the discovery and development of lipidomic-based therapeutic antibodies to treat a range of human diseases in the United States.",,San Diego,Lpath Inc,I,,04,16-1630142,858-678-0900,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,858-678-0800,,,01,2836,,,,CA,0.0,,2016-12-30,
1794,NUCRYST PHARMACEUTICALS CORP,165779,101 College Road East,,,,08540,"Westaim Holdings Limited develops, manufactures, and commercializes medical products that fight infection and inflammation. The company develops medical products based on its atomically disordered nanocrystalline silver technology.",0001344674,Princeton,NUCRYST Pharmaceuticals Corp,I,,01,,,CAN,12.0,3510,351010,35,35101020,D,,USA,325414,609-228-8210,01C,,01,2836,,,,NJ,0.0,,2010-02-09,
1795,AVICENA GROUP INC,165793,"228 Hamilton Avenue, Third Floor",,,,94301,"Avicena Group, Inc., a biotechnology company, develops central nervous system therapeutics for neurodegenerative diseases. The company's technologies have applications in pharmaceuticals and dermaceuticals. Its pharmaceutical program focuses on neurological disorders (orphan diseases).",0001317092,Palo Alto,Avicena Group Inc,I,,10,04-3195737,415-397-2898,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,415-397-2880,,,01,2836,,,,CA,3.0,www.avicenagroup.com,2011-11-15,
1796,IOMAI CORP,165843,"910 Clopper Road, Suite 160S",,,,20878,"Valneva USA, Inc. markets and distributes vaccines in the United States. Valneva USA, Inc. was formerly known as Intercell USA, Inc. and changed its name to Valneva USA, Inc. in December 2017. The company was founded in 1997 and is based in Gaithersburg, Maryland.",0001125001,Gaithersburg,Iomai Corp,I,,01,52-2049149,301 556 4501,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,866 223 7118,,,01,2836,,,,MD,0.0,,2008-08-06,2006-02-01
1797,ALTUS PHARMACEUTICALS INC,165857,"610 Lincoln Street, Suite 110",,,,02451,"On January 22, 2013, Altus Pharmaceuticals Inc. went out of business as per its Chapter 7 liquidation filing under bankruptcy.",0001340744,Waltham,Altus Pharmaceuticals Inc,I,,07,04-3573277,781-373-6001,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,781-373-6000,,,01,2836,,,D,MA,3.0,,2009-11-11,2006-01-26
1798,TAXUS CARDIUM PHARMACEUTICLS,165934,"11230 Sorrento Valley Road, Suite 220",,,,92121,"Gene Biotherapeutics, Inc., a clinical stage biotechnology company, focuses on the development and commercialization of angiogenic gene therapy biotherapeutics for the treatment of cardiovascular diseases in the United States.",0000772320,San Diego,Taxus Cardium Pharmaceuticals Group Inc,A,,,27-0075787,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,858 414 1477,,,01,2836,,,,CA,3.0,genebiotherapeutics.com,,
1799,WINSTON PHARMACEUTICALS INC,165939,"100 North Fairway Drive, Suite 134",,,,60061,"Winston Pharmaceuticals, Inc., a pharmaceutical company, discovers, develops, and commercializes therapeutics for pain management.",0001302554,Vernon Hills,Winston Pharmaceuticals Inc,A,,,30-0132755,847-362-8394,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,847-362-8200,,,01,2834,,,,IL,3.0,www.winstonlabs.com,,
1800,MOLECULAR INSIGHT PHARMACTLS,166200,160 Second Street,,,,02142,"Molecular Insight Pharmaceuticals, Inc., a pharmaceutical company, focuses on developing a small molecule chemistry pipeline for improving the detection and treatment of prostate cancer.",0001340752,Cambridge,Molecular Insight Pharmaceuticals Inc,I,,09,04-0562086,617 492 5664,USA,12.0,3520,352010,35,35201010,D,MA,USA,325414,617 492 5554,,,01,2836,,,D,MA,3.0,,2011-05-23,2007-02-02
1801,ALEXZA PHARMACTCLS INC,166414,2091 Stierlin Court,,,,94043,"Alexza Pharmaceuticals, Inc., a pharmaceutical company, focuses on the research, development, and commercialization of proprietary products for the acute treatment of central nervous system conditions worldwide.",0001344413,Mountain View,Alexza Pharmaceuticals Inc,I,,01,77-0567768,,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,650-944-7000,,,01,2834,,,C,CA,3.0,www.alexza.com,2016-06-21,2006-03-08
1802,CELLCYTE GENETICS INC,166429,"14205 SE 36th Street, Suite 100",,,,98006,"CellCyte Genetics Corporation, a development stage biotechnology company, engages in the research and development of medical devices for cell expansion and maintenance in the United States.",0001325279,Bellevue,CellCyte Genetics Inc,I,,10,20-8922870,,USA,12.0,3520,352010,35,35201010,D,NV,USA,325414,425-519-3755,,,01,2836,,,,WA,3.0,,2019-07-01,
