,gvkey,conm,datadate1,datadate2,cik,source,coname,fndate,lndate,n10k,n10k_nt,n10k_a,n10q,n10q_nt,n10q_a,ndef,n8k,ntot,flag
1132,147817,LIFE SCIENCES RESEARCH INC,1997-12-31,2008-12-31,0001158833,COMPN,LIFE SCIENCES RESEARCH INC,2001-10-09,2009-12-07,10.0,2.0,0.0,25.0,0.0,1.0,10.0,41.0,237.0,3.0
1133,147885,EON LABS INC,1997-12-31,2004-12-31,0001168061,COMPN,EON LABS INC,2002-03-01,2005-07-27,4.0,0.0,1.0,10.0,0.0,1.0,2.0,13.0,151.0,3.0
1134,148169,IDENIX PHARMACEUTICALS INC,2002-12-31,2013-12-31,0001093649,COMPN,IDENIX PHARMACEUTICALS INC,2002-04-12,2014-08-15,11.0,0.0,1.0,32.0,0.0,1.0,11.0,136.0,610.0,3.0
1135,148219,BIODELIVERY SCIENCES INTL,2000-12-31,2021-12-31,0001103021,COMPN,BIODELIVERY SCIENCES INTERNATIONAL INC,2000-01-18,2023-02-10,32.0,3.0,7.0,82.0,7.0,9.0,25.0,307.0,1391.0,3.0
1136,150221,GALECTIN THERAPEUTICS INC,2001-12-31,2023-12-31,0001133416,COMPN,GALECTIN THERAPEUTICS INC,2001-06-13,2024-05-15,30.0,3.0,4.0,76.0,2.0,5.0,24.0,339.0,1410.0,3.0
1137,150681,OCATA THERAPEUTICS INC,2005-12-31,2014-12-31,0001140098,COMPN,"OCATA THERAPEUTICS, INC.",2001-05-14,2016-02-22,25.0,4.0,7.0,52.0,5.0,3.0,24.0,133.0,757.0,3.0
1138,151016,DADE BEHRING HOLDINGS INC,1997-12-31,2006-12-31,0000942307,CUSIP,DADE BEHRING INC,1996-05-22,2005-06-29,4.0,0.0,0.0,13.0,0.0,0.0,0.0,10.0,44.0,3.0
1139,151016,DADE BEHRING HOLDINGS INC,1997-12-31,2006-12-31,0001183920,COMPN,DADE BEHRING HOLDINGS INC,2002-09-23,2007-11-06,5.0,0.0,0.0,14.0,0.0,0.0,5.0,33.0,357.0,3.0
1140,151630,HALOZYME THERAPEUTICS INC,2003-12-31,2023-12-31,0001159036,COMPN,"HALOZYME THERAPEUTICS, INC.",2001-09-21,2024-05-22,26.0,0.0,3.0,70.0,2.0,1.0,36.0,262.0,1300.0,3.0
1141,153793,CHELSEA THERAPEUTICS INTL,2004-12-31,2013-12-31,0000841096,CUSIP,IVORY CAPITAL CORP,2001-06-29,2006-03-10,5.0,0.0,0.0,17.0,1.0,0.0,1.0,5.0,48.0,2.0
1142,153793,CHELSEA THERAPEUTICS INTL,2004-12-31,2013-12-31,0000841096,FDATE,IVORY CAPITAL CORP,2001-06-29,2006-03-10,5.0,0.0,0.0,17.0,1.0,0.0,1.0,5.0,48.0,2.0
1143,153793,CHELSEA THERAPEUTICS INTL,2004-12-31,2013-12-31,0001313161,CUSIP,CHELSEA THERAPEUTICS INC,2004-12-27,2011-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
1144,153793,CHELSEA THERAPEUTICS INTL,2004-12-31,2013-12-31,0001313161,FDATE,CHELSEA THERAPEUTICS INC,2004-12-27,2011-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
1145,153793,CHELSEA THERAPEUTICS INTL,2004-12-31,2013-12-31,0001333763,COMPN,"CHELSEA THERAPEUTICS INTERNATIONAL, LTD.",2005-07-28,2014-07-03,12.0,0.0,3.0,27.0,0.0,0.0,9.0,117.0,631.0,3.0
1146,153957,BRAINSTORM CELL THERAPEUTICS,2010-12-31,2023-12-31,0001137883,COMPN,BRAINSTORM CELL THERAPEUTICS INC.,2001-05-24,2024-06-04,30.0,2.0,5.0,82.0,6.0,8.0,20.0,212.0,836.0,3.0
1147,154414,SOPHIRIS BIO INC,2005-12-31,2018-12-31,0001563855,COMPN,SOPHIRIS BIO INC.,2012-12-07,2022-09-01,6.0,0.0,0.0,19.0,0.0,0.0,9.0,85.0,307.0,3.0
1148,154433,MINRAD INTL INC,2003-09-30,2007-12-31,0001121225,COMPN,"MINRAD INTERNATIONAL, INC.",2002-02-20,2009-03-30,11.0,2.0,2.0,26.0,3.0,3.0,11.0,60.0,369.0,2.0
1149,154433,MINRAD INTL INC,2003-09-30,2007-12-31,0001331326,FDATE,MINRAD INTERNATIONAL INC,2005-09-15,2009-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0
1150,154433,MINRAD INTL INC,2003-09-30,2007-12-31,0001331326,CUSIP,MINRAD INTERNATIONAL INC,2005-09-15,2009-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0
1151,154605,ORAGENICS INC,2003-12-31,2023-12-31,0001174940,COMPN,ORAGENICS INC,2002-10-16,2024-05-23,33.0,3.0,9.0,68.0,1.0,4.0,34.0,300.0,1011.0,3.0
1152,154708,TALON THERAPEUTICS INC,2003-12-31,2012-12-31,0001140028,COMPN,"TALON THERAPEUTICS, INC.",2001-05-16,2017-06-30,17.0,4.0,1.0,38.0,3.0,1.0,9.0,114.0,619.0,3.0
1153,155387,CARDIFF ONCOLOGY INC,2010-12-31,2023-12-31,0001213037,COMPN,"CARDIFF ONCOLOGY, INC.",2003-01-07,2024-06-03,23.0,4.0,3.0,71.0,8.0,14.0,35.0,443.0,1089.0,3.0
1154,155614,MIDDLEBROOK PHARMACEUTICALS,2000-12-31,2009-12-31,0001161924,COMPN,"MIDDLEBROOK PHARMACEUTICALS, INC.",2002-02-19,2014-10-01,8.0,0.0,1.0,21.0,1.0,0.0,11.0,81.0,401.0,3.0
1155,155615,GENITOPE CORP,1998-12-31,2007-12-31,0001028358,COMPN,GENITOPE CORP,2002-04-01,2019-04-04,8.0,2.0,1.0,19.0,2.0,3.0,6.0,71.0,358.0,3.0
1156,155615,GENITOPE CORP,1998-12-31,2007-12-31,0001065696,FDATE,LKQ CORP,2003-07-28,2024-05-30,24.0,0.0,3.0,62.0,0.0,0.0,42.0,351.0,1741.0,2.0
1157,155794,NITROMED INC,1998-12-31,2008-12-31,0000927829,COMPN,NITROMED INC,2002-01-22,2009-05-01,8.0,0.0,2.0,17.0,0.0,1.0,21.0,73.0,408.0,3.0
1158,155795,PHARMION CORP,2000-12-31,2007-12-31,,NOLNK,,,,,,,,,,,,,0.0
1159,155795,PHARMION CORP,2000-12-31,2007-12-31,0001203866,COMPH,PHARMION CORP,2002-10-30,2008-07-25,5.0,0.0,0.0,13.0,0.0,0.0,18.0,63.0,413.0,3.0
1160,155795,PHARMION CORP,2000-12-31,2007-12-31,0001203866,FDATE,PHARMION CORP,2002-10-30,2008-07-25,5.0,0.0,0.0,13.0,0.0,0.0,18.0,63.0,413.0,3.0
1161,155795,PHARMION CORP,2000-12-31,2007-12-31,0001203866,CUSIP,PHARMION CORP,2002-10-30,2008-07-25,5.0,0.0,0.0,13.0,0.0,0.0,18.0,63.0,413.0,3.0
1162,155795,PHARMION CORP,2000-12-31,2007-12-31,0001456453,COMPH,CLSTV CORP.,2009-02-17,2023-06-22,3.0,2.0,0.0,10.0,3.0,1.0,0.0,6.0,56.0,2.0
1163,155913,PHARMACYTE BIOTECH INC,2004-04-30,2023-04-30,0001157075,COMPN,"PHARMACYTE BIOTECH, INC.",2001-08-20,2024-05-30,43.0,14.0,8.0,94.0,13.0,16.0,10.0,104.0,407.0,3.0
1164,156133,MYOGEN INC,2001-12-31,2005-12-31,0001101052,COMPN,MYOGEN INC,2002-12-12,2016-08-02,3.0,0.0,0.0,10.0,0.0,0.0,3.0,60.0,443.0,3.0
1165,156292,EYETECH PHARMACEUTICALS INC,2000-12-31,2004-12-31,0001115285,COMPN,EYETECH PHARMACEUTICALS INC,2003-02-20,2006-02-14,2.0,0.0,0.0,5.0,0.0,0.0,2.0,51.0,261.0,3.0
1166,156293,TERCICA INC,2001-12-31,2007-12-31,0001262175,COMPN,TERCICA INC,2003-09-12,2017-06-13,5.0,0.0,1.0,14.0,0.0,0.0,14.0,75.0,378.0,3.0
1167,156617,ACORDA THERAPEUTICS INC,2003-12-31,2023-12-31,0001008848,COMPN,"ACORDA THERAPEUTICS, INC.",2003-05-15,2024-06-04,22.0,0.0,3.0,56.0,0.0,1.0,66.0,386.0,1530.0,3.0
1168,156860,RENOVIS INC,2000-12-31,2007-12-31,0001118361,COMPN,RENOVIS INC,2001-12-20,2009-02-18,5.0,0.0,0.0,12.0,0.0,0.0,7.0,66.0,434.0,3.0
1169,157217,DAYSTAR TECHNOLOGIES INC,2002-12-31,2011-12-31,0001262200,COMPN,DAYSTAR TECHNOLOGIES INC,2003-09-02,2018-10-12,12.0,1.0,2.0,34.0,5.0,2.0,15.0,140.0,650.0,3.0
1170,157414,ANADYS PHARMACEUTICALS INC,2001-12-31,2010-12-31,0000944753,FDATE,SCRIPTGEN PHARMACEUTICALS INC,1997-11-20,1998-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0
1171,157414,ANADYS PHARMACEUTICALS INC,2001-12-31,2010-12-31,0001128495,COMPN,ANADYS PHARMACEUTICALS INC,2002-07-05,2012-02-14,7.0,0.0,0.0,24.0,0.0,0.0,7.0,80.0,520.0,3.0
1172,157676,VASO ACTIVE PHARMA INC,2002-12-31,2007-12-31,0001232400,COMPN,VASO ACTIVE PHARMACEUTICALS INC,2003-05-12,2009-03-31,9.0,2.0,2.0,20.0,4.0,2.0,2.0,43.0,136.0,3.0
1173,157758,IMMUNICON CORP/DE,1999-12-31,2007-12-31,0001083132,COMPN,IMMUNICON CORP,2003-07-15,2009-02-12,7.0,1.0,2.0,14.0,0.0,1.0,3.0,108.0,312.0,3.0
1174,157865,MEI PHARMA INC,2002-06-30,2023-06-30,0001262104,COMPN,"MEI PHARMA, INC.",2003-09-25,2024-05-21,25.0,0.0,5.0,67.0,1.0,4.0,46.0,172.0,924.0,3.0
1175,157954,SANTARUS INC,2002-12-31,2012-12-31,0001172480,COMPN,SANTARUS INC,2003-05-16,2015-04-23,9.0,0.0,0.0,31.0,0.0,1.0,11.0,206.0,983.0,3.0
1176,157959,MEMORY PHARMA CORP,1999-12-31,2007-12-31,0001062216,COMPN,MEMORY PHARMACEUTICALS CORP,2002-04-04,2009-02-12,6.0,0.0,2.0,15.0,0.0,0.0,6.0,109.0,504.0,3.0
1177,158055,DYADIC INTERNATIONAL INC,2003-12-31,2023-12-31,0001213809,COMPN,DYADIC INTERNATIONAL INC,2003-01-21,2024-06-06,12.0,1.0,1.0,27.0,2.0,0.0,13.0,125.0,435.0,3.0
1178,158563,CYTOKINETICS INC,2002-12-31,2023-12-31,0001061983,COMPN,CYTOKINETICS INC,2003-04-03,2024-06-05,21.0,0.0,1.0,65.0,0.0,4.0,27.0,506.0,2079.0,3.0
1179,158734,BARRIER THERAPEUTICS INC,2001-12-31,2007-12-31,0001173657,COMPN,BARRIER THERAPEUTICS INC,2002-05-13,2009-02-17,4.0,0.0,0.0,13.0,0.0,0.0,5.0,74.0,334.0,3.0
1180,158746,METABASIS THERAPEUTICS INC,1999-12-31,2008-12-31,0001053221,COMPN,METABASIS THERAPEUTICS INC,2003-11-07,2010-03-15,6.0,0.0,1.0,17.0,0.0,0.0,6.0,62.0,355.0,3.0
1181,160237,PHARMACOPEIA INC,2000-12-31,2007-12-31,0001273013,COMPN,PHARMACOPEIA INC,2003-12-22,2011-10-24,5.0,0.0,1.0,15.0,0.0,0.0,4.0,118.0,688.0,3.0
1182,160255,HOSPIRA INC,2002-12-31,2014-12-31,0001274057,COMPN,HOSPIRA INC,2003-12-22,2015-10-06,11.0,0.0,0.0,36.0,0.0,1.0,34.0,160.0,965.0,3.0
1183,160272,AUXILIUM PHARMA INC,2002-12-31,2013-12-31,0001182129,COMPN,AUXILIUM PHARMACEUTICALS INC,2002-08-19,2016-05-25,11.0,1.0,0.0,33.0,0.0,1.0,12.0,324.0,1257.0,3.0
1184,160340,MANNKIND CORP,2002-12-31,2023-12-31,0000899460,COMPN,MANNKIND CORP,2004-01-21,2024-05-29,23.0,1.0,2.0,61.0,0.0,1.0,39.0,265.0,1476.0,3.0
1185,160374,NEW RIVER PHARMA INC,1999-12-31,2006-12-31,0001288379,COMPN,NEW RIVER PHARMACEUTICALS INC,2004-05-06,2007-04-24,3.0,0.0,0.0,8.0,0.0,0.0,2.0,46.0,230.0,3.0
1186,160578,OHR PHARMACEUTICAL INC,2010-09-30,2018-09-30,,NOLNK,,,,,,,,,,,,,0.0
1187,160578,OHR PHARMACEUTICAL INC,2010-09-30,2018-09-30,0001173281,COMPH,"NEUBASE THERAPEUTICS, INC.",2002-05-16,2024-06-03,37.0,10.0,7.0,86.0,11.0,11.0,22.0,209.0,657.0,2.0
1188,160578,OHR PHARMACEUTICAL INC,2010-09-30,2018-09-30,0001173281,FDATE,"NEUBASE THERAPEUTICS, INC.",2002-05-16,2024-06-03,37.0,10.0,7.0,86.0,11.0,11.0,22.0,209.0,657.0,2.0
1189,160607,STRATAGENE CORP,1999-12-31,2006-12-31,0001108674,COMPN,STRATAGENE CORP,2000-03-10,2007-06-08,4.0,0.0,1.0,11.0,1.0,0.0,6.0,47.0,178.0,3.0
1190,160668,INNOVIVA INC,2002-12-31,2023-12-31,0001080014,COMPN,"INNOVIVA, INC.",2000-03-21,2024-05-21,27.0,0.0,7.0,61.0,0.0,2.0,54.0,407.0,1568.0,3.0
1191,160670,PRA INTERNATIONAL,1999-12-31,2006-12-31,0001025994,FDATE,PRA INTERNATIONAL INC,1997-10-23,2006-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0
1192,160670,PRA INTERNATIONAL,1999-12-31,2006-12-31,0001025994,CUSIP,PRA INTERNATIONAL INC,1997-10-23,2006-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0
1193,160670,PRA INTERNATIONAL,1999-12-31,2006-12-31,0001293243,COMPN,"PRA INTERNATIONAL, LLC",2004-06-14,2024-05-02,3.0,0.0,0.0,9.0,0.0,0.0,7.0,35.0,318.0,3.0
1194,160770,MIRATI THERAPEUTICS INC,2002-12-31,2022-12-31,0001576263,COMPN,"MIRATI THERAPEUTICS, INC.",2013-05-10,2024-02-14,10.0,0.0,0.0,33.0,0.0,1.0,19.0,141.0,798.0,3.0
1195,160809,CYCLACEL PHARMACEUTICALS,2006-12-31,2023-12-31,0001130166,COMPN,"CYCLACEL PHARMACEUTICALS, INC.",2000-12-22,2024-05-17,25.0,0.0,5.0,67.0,3.0,3.0,41.0,302.0,1289.0,3.0
1196,160809,CYCLACEL PHARMACEUTICALS,2006-12-31,2023-12-31,0001292522,COMPH,CYCLACEL GROUP PLC,2004-07-02,2004-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
1197,160809,CYCLACEL PHARMACEUTICALS,2006-12-31,2023-12-31,0001292522,FDATE,CYCLACEL GROUP PLC,2004-07-02,2004-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
1198,160997,NANOVIRICIDES INC,2011-06-30,2023-06-30,0001379006,COMPN,"NANOVIRICIDES, INC.",2006-11-14,2024-05-15,38.0,13.0,8.0,83.0,21.0,9.0,17.0,98.0,500.0,3.0
1199,161088,RAPTOR PHARMACEUTICAL CORP,2006-08-31,2015-12-31,0001070698,COMPN,HORIZON PHARMACEUTICAL LLC,1999-03-17,2019-12-20,23.0,0.0,6.0,63.0,0.0,10.0,33.0,203.0,1102.0,2.0
1200,161088,RAPTOR PHARMACEUTICAL CORP,2006-08-31,2015-12-31,0001203944,COMPH,RAPTOR PHARMACEUTICALS CORP.,2002-11-12,2010-02-03,13.0,2.0,4.0,26.0,4.0,4.0,4.0,44.0,178.0,3.0
1201,161088,RAPTOR PHARMACEUTICAL CORP,2006-08-31,2015-12-31,0001203944,FDATE,RAPTOR PHARMACEUTICALS CORP.,2002-11-12,2010-02-03,13.0,2.0,4.0,26.0,4.0,4.0,4.0,44.0,178.0,3.0
1202,161088,RAPTOR PHARMACEUTICAL CORP,2006-08-31,2015-12-31,0001203944,CUSIP,RAPTOR PHARMACEUTICALS CORP.,2002-11-12,2010-02-03,13.0,2.0,4.0,26.0,4.0,4.0,4.0,44.0,178.0,3.0
1203,162403,ANESIVA INC,2001-12-31,2008-12-31,0001131517,COMPN,"ANESIVA, INC.",2002-03-04,2012-02-22,9.0,1.0,2.0,22.0,3.0,1.0,15.0,91.0,492.0,3.0
1204,162403,ANESIVA INC,2001-12-31,2008-12-31,0001139029,FDATE,ALGORX PHARMACEUTICALS INC,2002-04-05,2005-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0
1205,162735,TRILLIUM THERAPEUTICS INC,2012-12-31,2020-12-31,0001616212,COMPN,TRILLIUM THERAPEUTICS INC.,2014-08-12,2021-11-29,1.0,0.0,0.0,3.0,0.0,0.0,9.0,16.0,359.0,3.0
1206,162809,XENOPORT INC,2003-12-31,2015-12-31,0001130591,COMPN,XENOPORT INC,2002-06-07,2017-02-13,11.0,0.0,0.0,33.0,0.0,0.0,37.0,168.0,1132.0,3.0
1207,162892,MEDICINOVA INC,2004-12-31,2023-12-31,0001226616,COMPN,MEDICINOVA INC,2003-04-08,2024-05-09,21.0,0.0,1.0,59.0,0.0,1.0,30.0,267.0,823.0,3.0
1208,162956,ACCENTIA BIOPHARMACEUTICALS,2004-09-30,2012-09-30,0001310094,COMPN,ACCENTIA BIOPHARMACEUTICALS INC,2003-06-03,2016-01-15,10.0,1.0,1.0,26.0,3.0,1.0,8.0,124.0,550.0,3.0
1209,163087,SOLEXA INC,2001-12-31,2005-12-31,0000913275,COMPN,"SOLEXA, INC.",1996-03-22,2008-10-14,16.0,0.0,6.0,39.0,2.0,5.0,13.0,60.0,431.0,3.0
1210,163121,VALERA PHARMACEUTICALS INC,2000-12-31,2006-12-31,0001305409,COMPN,VALERA PHARMACEUTICALS INC,2004-10-06,2007-04-19,2.0,0.0,0.0,3.0,0.0,0.0,0.0,24.0,130.0,3.0
1211,163628,ADAMS RESPIRATORY THERAPTCS,2000-06-30,2007-06-30,0001319439,COMPN,"ADAMS RESPIRATORY THERAPEUTICS, INC.",2005-03-25,2009-02-04,3.0,0.0,0.0,7.0,0.0,0.0,3.0,56.0,474.0,3.0
1212,163888,COLEY PHARMACEUTICAL GROUP,2000-12-31,2006-12-31,0001319197,COMPN,"COLEY PHARMACEUTICAL GROUP, INC.",2005-04-20,2008-02-13,3.0,0.0,1.0,8.0,0.0,0.0,2.0,30.0,172.0,3.0
1213,163919,ADVANCED LIFE SCIENCE HLDGS,2001-12-31,2010-12-31,0001322734,COMPN,"ADVANCED LIFE SCIENCES HOLDINGS, INC.",2005-04-28,2017-07-28,8.0,0.0,2.0,16.0,0.0,0.0,8.0,83.0,404.0,3.0
1214,163922,AVALON PHARMA INC,2000-12-31,2008-12-31,0001162192,COMPN,AVALON PHARMACEUTICALS INC,2005-05-03,2010-02-16,4.0,0.0,0.0,11.0,0.0,0.0,3.0,48.0,301.0,3.0
1215,164266,MEDIVATION INC,2005-12-31,2015-12-31,0001011835,COMPN,"MEDIVATION, INC.",1996-05-15,2016-10-11,31.0,5.0,6.0,75.0,12.0,3.0,41.0,209.0,1082.0,3.0
1216,164266,MEDIVATION INC,2005-12-31,2015-12-31,0001084543,CUSIP,MEDIVATION INC,2003-10-27,2007-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0
1217,164266,MEDIVATION INC,2005-12-31,2015-12-31,0001084543,FDATE,MEDIVATION INC,2003-10-27,2007-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0
1218,164270,BIONOVO INC,2004-12-31,2011-12-31,0001203957,COMPN,BIONOVO INC,2002-11-07,2017-02-21,15.0,1.0,4.0,31.0,2.0,1.0,9.0,83.0,370.0,3.0
1219,164511,ADVAXIS INC-OLD,2009-10-31,2021-10-31,,NOLNK,,,,,,,,,,,,,0.0
1220,164605,IDM PHARMA INC,2001-12-31,2008-12-31,0000822206,COMPN,"IDM PHARMA, INC.",1996-06-17,2009-07-06,19.0,1.0,5.0,40.0,0.0,1.0,44.0,113.0,492.0,3.0
1221,164609,GENOMIC HEALTH INC,2003-12-31,2018-12-31,0001131324,COMPN,GENOMIC HEALTH INC,2002-03-21,2020-02-13,16.0,0.0,2.0,44.0,0.0,1.0,17.0,121.0,1618.0,3.0
1222,165215,ALAUNOS THERAPEUTICS INC,2005-12-31,2023-12-31,0001107421,COMPN,"ALAUNOS THERAPEUTICS, INC.",2001-02-13,2024-05-15,30.0,2.0,5.0,74.0,2.0,3.0,53.0,327.0,1176.0,3.0
1223,165563,BIO-PATH HOLDINGS INC,2012-12-31,2023-12-31,0001133818,COMPN,"BIO-PATH HOLDINGS, INC.",2003-05-08,2024-06-05,26.0,4.0,3.0,64.0,4.0,3.0,28.0,270.0,645.0,3.0
1224,165650,SGX PHARMACEUTICALS INC,2000-12-31,2007-12-31,0001125603,COMPN,"SGX PHARMACEUTICALS, INC.",2002-07-30,2008-09-02,3.0,0.0,0.0,8.0,0.0,0.0,7.0,26.0,233.0,3.0
1225,165742,SOMAXON PHARMACEUTICALS INC,2003-12-31,2011-12-31,0001339455,COMPN,"PERNIX SLEEP, INC.",2005-10-07,2013-04-26,7.0,0.0,0.0,21.0,0.0,0.0,14.0,149.0,830.0,2.0
1226,165745,LPATH INC,2006-12-31,2015-12-31,,NOLNK,,,,,,,,,,,,,0.0
1227,165745,LPATH INC,2006-12-31,2015-12-31,0001251769,COMPH,"APOLLO ENDOSURGERY, INC.",2003-07-16,2023-05-08,25.0,1.0,4.0,64.0,3.0,3.0,39.0,156.0,986.0,2.0
1228,165745,LPATH INC,2006-12-31,2015-12-31,0001251769,CUSIP,"APOLLO ENDOSURGERY, INC.",2003-07-16,2023-05-08,25.0,1.0,4.0,64.0,3.0,3.0,39.0,156.0,986.0,2.0
1229,165745,LPATH INC,2006-12-31,2015-12-31,0001251769,FDATE,"APOLLO ENDOSURGERY, INC.",2003-07-16,2023-05-08,25.0,1.0,4.0,64.0,3.0,3.0,39.0,156.0,986.0,2.0
1230,165779,NUCRYST PHARMACEUTICALS CORP,2001-12-31,2008-12-31,0001344674,COMPN,NUCRYST PHARMACEUTICALS CORP.,2005-12-02,2010-02-18,5.0,0.0,1.0,13.0,0.0,1.0,0.0,73.0,124.0,3.0
1231,165843,IOMAI CORP,2001-12-31,2007-12-31,0001125001,COMPN,"INTERCELL USA, INC.",2005-10-03,2016-02-05,3.0,0.0,0.0,7.0,0.0,0.0,9.0,22.0,313.0,2.0
1232,165857,ALTUS PHARMACEUTICALS INC,2000-12-31,2008-12-31,0001340744,COMPN,ALTUS PHARMACEUTICALS INC.,2005-10-17,2013-09-19,7.0,0.0,3.0,12.0,0.0,1.0,3.0,61.0,326.0,3.0
1233,165934,TAXUS CARDIUM PHARMACEUTICLS,2005-12-31,2020-12-31,0000772320,COMPN,"GENE BIOTHERAPEUTICS, INC.",1996-05-15,2023-02-03,40.0,11.0,5.0,91.0,14.0,11.0,15.0,203.0,545.0,2.0
1234,166200,MOLECULAR INSIGHT PHARMACTLS,2001-12-31,2009-12-31,0001284014,FDATE,MOLECULAR INSIGHT PHAMACEUTICALS INC,2004-03-16,2005-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
1235,166200,MOLECULAR INSIGHT PHARMACTLS,2001-12-31,2009-12-31,0001340752,COMPN,"MOLECULAR INSIGHT PHARMACEUTICALS, INC.",2005-11-08,2011-05-13,5.0,1.0,0.0,13.0,0.0,1.0,4.0,89.0,340.0,3.0
1236,166414,ALEXZA PHARMACTCLS INC,2004-12-31,2015-12-31,0001344413,COMPN,ALEXZA PHARMACEUTICALS INC.,2005-12-22,2018-01-16,13.0,0.0,3.0,35.0,0.0,4.0,21.0,227.0,886.0,3.0
1237,166435,VANDA PHARMACEUTICALS INC,2004-12-31,2023-12-31,0001305597,CUSIP,VANDA PHARMACEUTICALS INC,2004-10-07,2012-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0
1238,166435,VANDA PHARMACEUTICALS INC,2004-12-31,2023-12-31,0001305597,FDATE,VANDA PHARMACEUTICALS INC,2004-10-07,2012-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0
1239,166435,VANDA PHARMACEUTICALS INC,2004-12-31,2023-12-31,0001347178,COMPN,VANDA PHARMACEUTICALS INC.,2005-12-29,2024-06-06,20.0,0.0,2.0,55.0,0.0,0.0,39.0,276.0,1206.0,3.0
1240,166447,ANAVEX LIFE SCIENCES CORP,2013-09-30,2023-09-30,0001314052,COMPN,ANAVEX LIFE SCIENCES CORP.,2005-01-13,2024-05-17,24.0,2.0,3.0,71.0,9.0,5.0,20.0,113.0,528.0,3.0
1241,166450,OMRIX BIOPHARMACEUTICALS,2001-12-31,2007-12-31,0001349426,COMPN,"OMRIX BIOPHARMACEUTICALS, INC.",2006-01-18,2009-02-17,2.0,0.0,0.0,11.0,0.0,2.0,2.0,37.0,206.0,3.0
1242,166591,CLEVELAND BIOLABS INC,2004-12-31,2020-12-31,,NOLNK,,,,,,,,,,,,,0.0
1243,166591,CLEVELAND BIOLABS INC,2004-12-31,2020-12-31,0001318641,COMPH,"STATERA BIOPHARMA, INC.",2005-02-18,2023-03-03,20.0,2.0,2.0,51.0,0.0,1.0,24.0,197.0,765.0,2.0
1244,166591,CLEVELAND BIOLABS INC,2004-12-31,2020-12-31,0001318641,FDATE,"STATERA BIOPHARMA, INC.",2005-02-18,2023-03-03,20.0,2.0,2.0,51.0,0.0,1.0,24.0,197.0,765.0,2.0
1245,166591,CLEVELAND BIOLABS INC,2004-12-31,2020-12-31,0001318641,CUSIP,"STATERA BIOPHARMA, INC.",2005-02-18,2023-03-03,20.0,2.0,2.0,51.0,0.0,1.0,24.0,197.0,765.0,2.0
1246,170430,SILO PHARMA INC,2011-12-31,2023-12-31,0001514183,COMPN,"SILO PHARMA, INC.",2011-03-30,2024-06-06,16.0,2.0,1.0,43.0,4.0,0.0,10.0,65.0,259.0,3.0
1247,170450,ORAMED PHARMACEUTICALS INC,2011-08-31,2023-12-31,0001176309,COMPN,ORAMED PHARMACEUTICALS INC.,2002-11-29,2024-05-13,28.0,4.0,3.0,77.0,8.0,5.0,12.0,237.0,820.0,3.0
1248,170520,RADIUS HEALTH INC,2010-12-31,2021-12-31,0001428522,COMPN,"RADIUS HEALTH, INC.",2008-04-16,2022-08-30,16.0,0.0,2.0,48.0,0.0,4.0,26.0,168.0,996.0,3.0
1249,170730,ORGANOVO HOLDINGS INC,2012-12-31,2023-03-31,0001497253,COMPN,"ORGANOVO HOLDINGS, INC.",2010-08-04,2024-05-31,19.0,2.0,3.0,39.0,0.0,0.0,31.0,168.0,728.0,3.0
1250,170945,PUMA BIOTECHNOLOGY INC,2010-12-31,2023-12-31,0001401667,COMPN,"PUMA BIOTECHNOLOGY, INC.",2007-09-14,2024-05-17,18.0,1.0,0.0,50.0,0.0,0.0,40.0,191.0,965.0,3.0
1251,170961,DURATA THERAPEUTICS INC,2010-12-31,2013-12-31,0001544116,COMPN,"DURATA THERAPEUTICS, INC.",2012-03-22,2014-12-12,2.0,0.0,0.0,8.0,0.0,0.0,2.0,24.0,221.0,3.0
1252,170969,TESARO INC,2010-12-31,2017-12-31,0001491576,COMPN,"TESARO, INC.",2010-05-20,2019-02-14,6.0,0.0,0.0,21.0,0.0,1.0,7.0,91.0,554.0,3.0
